model,press
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + apoe_ternary,5.805942636
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,5.80737721
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,5.807988811
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + apoe_ternary,5.808985466
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + apoe_ternary,5.809825203
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_ternary,5.810921254
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,5.811161953
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + apoe_ternary,5.811356959
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,5.81335547
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,5.813501742
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx,5.815997224
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,5.821764053
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,5.82259553
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx,5.823754064
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary,5.829216525
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary,5.829770616
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + apoe_binary,5.830316424
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + apoe_binary,5.83067399
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,5.831629007
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + apoe_binary,5.834275432
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,5.834638555
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary,5.836744789
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + apoe_binary,5.83715131
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx,5.838112809
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.84263505
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,5.843911295
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,5.843956649
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.846034354
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary,5.846346256
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.847561001
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx,5.849186253
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.85074654
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx,5.85228938
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.854087333
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.854454076
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.85538732
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx,5.85542211
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,5.85790185
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_ternary,5.859915965
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.860066084
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.862009261
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,5.863750258
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex,5.864332265
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.864798471
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.865036912
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.866565692
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.866830646
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex,5.868077471
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex,5.870006901
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,5.870435933
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.870598876
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.871616794
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex,5.871840465
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex + apoe_ternary,5.871946694
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,5.873027773
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,5.873606915
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.873972143
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.875661664
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary,5.875892648
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.875954139
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,5.876358534
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,5.876360921
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.877051158
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.87760059
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_ternary,5.877990594
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary,5.878990718
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex,5.879256878
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.879546069
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_ternary,5.881458544
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.881694813
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex,5.882875297
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary,5.885091967
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_ternary,5.886206703
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.886538343
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex,5.886700996
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + apoe_ternary,5.88673643
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex + apoe_binary,5.887004326
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.888238596
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.889157104
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,5.889238366
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff,5.889455475
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_binary,5.890381541
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex,5.892246954
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,5.893177306
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + apoe_ternary,5.894083336
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.895515005
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_binary,5.895583061
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.896156588
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_binary,5.8961928
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff,5.896756234
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio,5.89702835
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + apoe_ternary,5.897642426
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.897789484
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.897978149
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio,5.898089857
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.898277091
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.899407498
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.899528345
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,5.899580778
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.900532232
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,5.901084797
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,5.902538872
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + apoe_ternary,5.904076608
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.904186217
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.904470923
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,5.904735107
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_ternary,5.904833913
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.905206951
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,5.909074248
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff,5.910589067
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary,5.910686126
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment,5.911293355
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + apoe_binary,5.912333573
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,5.912982861
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + apoe_binary,5.915137251
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + apoe_binary,5.915341161
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment,5.916313055
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.91645884
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.916842584
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.916844758
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff,5.917941489
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.918021848
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.918513282
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.918609459
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.919058254
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.919606846
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.920529555
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary,5.920737556
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary,5.920983473
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,5.921066535
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.921983254
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary,5.923494314
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + apoe_binary,5.924014786
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.924201598
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.924718305
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,5.925337937
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.925674315
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.925795158
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx,5.926927683
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.926998151
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx,5.928042852
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.928217682
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.928901863
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.929004488
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.930531941
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.9354592
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.936516888
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.93674382
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.937099414
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,5.940053882
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.940626037
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,5.94107224
Amyloid_PET ~ ptau231 + ptau181 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.941354321
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.941912065
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.942387082
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,5.942740093
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.942921461
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.945573938
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.945756119
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,5.945807405
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.945825633
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.946145232
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.946267522
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx,5.946515815
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_ternary,5.94806412
Amyloid_PET ~ ptau231 + ptau181 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.949582056
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx,5.950201397
Amyloid_PET ~ ptau231 + ptau181 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.951210987
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + sex,5.952290586
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx,5.953783133
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + time_diff + sex,5.953840539
Amyloid_PET ~ ptau231 + ptau181 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.953852946
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.954134595
Amyloid_PET ~ ptau231 + ptau181 + GFAP + time_diff + Calculated_Consensus_dx + apoe_ternary,5.954629589
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex,5.954683442
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.954731382
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,5.954911071
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.955757737
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx,5.955867065
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.95617943
Amyloid_PET ~ ptau231 + ptau181 + GFAP + sex + Calculated_Consensus_dx + apoe_ternary,5.956659477
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + sex,5.957121778
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_ternary,5.957161809
Amyloid_PET ~ ptau231 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.957862386
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.958611277
Amyloid_PET ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,5.958751034
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + sex + apoe_ternary,5.959068573
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.96143861
Amyloid_PET ~ ptau231 + ptau181 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.961769221
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex,5.961859667
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + sex + apoe_ternary,5.962159774
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Calculated_Consensus_dx + apoe_ternary,5.962651024
Amyloid_PET ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex,5.963142649
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.963431051
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Calculated_Consensus_dx + apoe_ternary,5.963982098
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.96419574
Amyloid_PET ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex,5.968145838
